device,chipset,system,game,performance,driver,emulator,update,notes,date added
Retroid Pocket 5,sd865,switch,Fairy Tail,Playable,Turnip 24.3.0 9v2,Yuzu,1.0.6,"Very playable in handheld mode .75x resolution with graphics accuracy set to high. About 30-40fps in battles and 20-40fps in the world, feels like a ita port but definitely playable.",2024/12/20
Retroid Pocket 5,sd865,switch,Final Fantasy X HD Remaster,Perfect,Turnip 24.3.0 9v2,Yuzu,1,Perfect 30fps in handheld mode,2024/12/20
Retroid Pocket 5,sd865,switch,Final Fantasy XV Pocket Edition,Perfect,Turnip 24.3.0 9v2,Yuzu,1.1.0,"Perfect 60fps handheld, super smooth 45-60fps docked",2024/12/20
Retroid Pocket 5,sd865,switch,Hollow Knight,Perfect,Turnip 24.3.0 9v2,Yuzu,1,-,2024/12/20
Retroid Pocket 5,sd865,switch,Into The Breach,Perfect,Turnip 24.3.0 9v2,Citron,1,-,2024/12/20
Retroid Pocket 5,sd865,switch,Link's Awakening,Great,Turnip 24.3.0 9v2,Sudachi,1,"No Blur Mod, 60 fps Mod, dock, sync off, 0.75, force max clocks, turn off NCE",2024/12/20
Retroid Pocket 5,sd865,switch,Monster Train,Great,Turnip 24.3.0 9v2,Citron,2.0.0,"Accuracy: High , Resolution 1x, Adaptive Filter: AMD FidelityFX, AA: FXAA, Force Maximum clocks, Use Async Shaders",2024/12/20
Retroid Pocket 5,sd865,switch,Pokemon Shining Pearl,Perfect,Turnip 24.3.0 9v2,Yuzu,1.3.0,"Handheld mode; Graphics settings: accuracy: normal; 1x resolution; vsync: off; window adapting filter: AMD FidelityFX SuperResolution; FSR 25%; anisotropic filtering: default; disk shader cache: enabled; force maximum clocks: enabled; use asynchronous shaders: enabled; use reactive flushing: disabled; Audio output engine: cubeb; debug: api: ulkan; CPU backend: dynarmic; cpu accuracy: accurate; cpu debugging: disabled I believe crashes and freezes are caused by having apps running in the background. I had some crashing and freezing at first, but once I started paying attention and making triple sure nothing else was open at all, the game has been running flawlessly, 30fps.",2024/12/20
Retroid Pocket 5,sd865,switch,Pokemon Snap,Great,Turnip 24.3.0 9v2,Citron,2.0.1,"1x resolution, AMD FidelityFX filtering, FXAA AA Method, Force Maximum Clock, Use Asynch shaders, 50-60 FPS Stable",2024/12/20
Retroid Pocket 5,sd865,switch,Pokemon Sword,Perfect,Turnip 24.3.0 9v2,Sudachi,-,"Crash when naming char - import a save with char created, available with help from google",2024/12/20
Retroid Pocket 5,sd865,switch,Pokemon: Let's Go Eevee!,Perfect,Turnip 24.3.0 9v2,Citron,1.0.2,"Stable 30fps, force max clock enabled",2024/12/20
Retroid Pocket 5,sd865,switch,Pokemon: Let's Go Pikachu!,Perfect,Turnip 24.3.0 9v2,Citron,1.0.2,"30FPS stable, Force Maximum Clocks enabled",2024/12/20
Retroid Pocket 5,sd865,switch,Pokemon: Shield,Perfect,Turnip 24.3.0 9v2,Citron,1.3.2,"Adaptive filter: AMD FidelityFX, AA: FXAA, Force Maximum Clock, Use Asynch shaders",2024/12/20
Retroid Pocket 5,sd865,switch,Pokemon: Sword,Perfect,Turnip 24.3.0 9v2,Citron,1.3.2,"30 FPS 1x...Adaptive filter: AMD FidelityFX, AA: FXAA, Force Maximum Clock, Use Asynch shaders",2024/12/20
Retroid Pocket 5,sd865,switch,The Case Of The Golden Idol,Perfect,Turnip 24.3.0 9v2,Sudachi,1.0.2,-,2024/12/20
Retroid Pocket 5,sd865,switch,The House Of The Dead Remake,Unplayable,Turnip 24.3.0 9v2,Sudachi,1.0.1,Game can be started but will crash once the first enemy attacks,2024/12/20
Retroid Pocket 5,sd865,switch,Wargroove,Perfect,Turnip 24.3.0 9v2,Sudachi,1,"Intro ideo did not play, but was skippable and game runs.",2024/12/20
Retroid Pocket 5,sd865,switch,Hyrule Warriors: Age Of Calamity,Great,Turnip 25.2.0 R4,Citron,1.3.0,"1xResolution (20-24 FPS), Window adaptive filter: AMD FidelityFX, AA Method: FXAA, Force Max clocks, use async shaders",2024/12/20
Retroid Pocket 5,sd865,switch,A Highland Song,Perfect,Qualcomm 0.746.0,Sudachi,1.2.3,Stable between 30 and 60 FPS,2024/12/19
Retroid Pocket 5,sd865,switch,Ace Attorney Investigations Collection,Perfect,Qualcomm 0.746.0,Yuzu,1,100% speed,2024/12/19
Retroid Pocket 5,sd865,switch,Dawn Of The Monsters,Perfect,Qualcomm 0.746.0,Yuzu,1,Perfect 30fps docked,2024/12/19
Retroid Pocket 5,sd865,switch,Death's Gambit: Afterlife,Perfect,Qualcomm 0.746.0,Yuzu,1.0.6,Perfect 60fps docked,2024/12/19
Retroid Pocket 5,sd865,switch,Dex,Perfect,Qualcomm 0.746.0,Yuzu,1,Perfect 60dps docked,2024/12/19
Retroid Pocket 5,sd865,switch,Digimon Survive,Playable,Qualcomm 0.746.0,Yuzu,1,Runs about 15fps but its a turn based rpg so it doesnt matter much,2024/12/19
Retroid Pocket 5,sd865,switch,Digimon World -Next Order-,Perfect,Qualcomm 0.746.0,Yuzu,1,"Perfect 60 docked, one of the best looking games I have tried so far on rp5",2024/12/19
Retroid Pocket 5,sd865,switch,Disney Illusion Island,Perfect,Qualcomm 0.746.0,Yuzu,1.1.1,"Perfect 60 docked mode, looks amazing",2024/12/19
Retroid Pocket 5,sd865,switch,Doctor Who: Edge Of Reality,Unplayable,Qualcomm 0.746.0,Yuzu,1.0.7,Freezes way too much to play in Yuzu and Sudachi with Qualcomm and Turnip 9v2,2024/12/19
Retroid Pocket 5,sd865,switch,Don't Starve Nintendo Switch Edition,Perfect,Qualcomm 0.746.0,Yuzu,1.0.10,"1x Docked, runs at locked 60 fps.",2024/12/19
Retroid Pocket 5,sd865,switch,Donkey Kong Country: Tropical Freeze,Perfect,Qualcomm 0.746.0,Yuzu,1.0.2,Perfect 60fps docked,2024/12/19
Retroid Pocket 5,sd865,switch,Donuts'n'justice,Great,Qualcomm 0.746.0,Yuzu,1,Perfect 60fps docked with audio glitches,2024/12/19
Retroid Pocket 5,sd865,switch,Doom 64,Perfect,Qualcomm 0.746.0,Yuzu,1,"Perfect 25fps docked, that is the locked framerate since its a port of an n64 game",2024/12/19
Retroid Pocket 5,sd865,switch,Draw A Stickman: Epic,Perfect,Qualcomm 0.746.0,Yuzu,1,Perfect 60fps docked,2024/12/19
Retroid Pocket 5,sd865,switch,Dungreed,Perfect,Qualcomm 0.746.0,Yuzu,1.0.3,Perfect 60fps docked,2024/12/19
Retroid Pocket 5,sd865,switch,Dust &amp; Neon,Perfect,Qualcomm 0.746.0,Yuzu,1,Perfect 30fps docked,2024/12/19
Retroid Pocket 5,sd865,switch,Eastward,Perfect,Qualcomm 0.746.0,Yuzu,1.2.1,Perfect 60fps docked,2024/12/19
Retroid Pocket 5,sd865,switch,Echo Generation,Perfect,Qualcomm 0.746.0,Yuzu,1.0.1,"Perfect 30fps handheld mode, looks like a cool game",2024/12/19
Retroid Pocket 5,sd865,switch,Elderand,Perfect,Qualcomm 0.746.0,Yuzu,1.3.2.1,Perfect 60fps docked,2024/12/19
Retroid Pocket 5,sd865,switch,Eldest Souls,Perfect,Qualcomm 0.746.0,Yuzu,1.1.23,Perfect 60fps docked,2024/12/19
Retroid Pocket 5,sd865,switch,Elypse,Great,Qualcomm 0.746.0,Yuzu,1.0.9,50-55fps in handheld mode,2024/12/19
Retroid Pocket 5,sd865,switch,Enter The Gungeon,Perfect,Qualcomm 0.746.0,Yuzu,2.1.91,Perfect 60fps docked,2024/12/19
Retroid Pocket 5,sd865,switch,Ori And The Blind Forest,Great,Qualcomm 0.746.0,Yuzu,1.0.2,-,2024/12/19
Retroid Pocket 5,sd865,switch,Sonic Superstars,Perfect,Qualcomm 0.746.0,Sudachi,1.1.8,"Handheld mode, accuracy high, NCE/Qualcomm",2024/12/19
Retroid Pocket 5,sd865,switch,Stella Of The End,Perfect,Qualcomm 0.746.0,Sudachi,1,It just works,2024/12/19
Retroid Pocket 5,sd865,switch,Super Mario RPG,Great,Qualcomm 0.746.0,Yuzu,1,"If your audio is crackling, change audio setting to 'oboe' instead of 'Auto'. Only minor graphical issues happen when opening the item quick menu or saving progress (thumbnails), but nothing game-breaking. Smooth 60FPS on Performance mode.",2024/12/19
Retroid Pocket 5,sd865,switch,The Settlers: New Allies,Unplayable,Qualcomm 0.746.0,Yuzu,1.0.5,Game not launching,2024/12/19
Retroid Pocket 5,sd865,switch,Undertale,Perfect,Qualcomm 0.746.0,Sudachi,1.11,Locked to 30FPS,2024/12/19
Retroid Pocket 5,sd865,switch,Wytchwood,Perfect,Qualcomm 0.746.0,Yuzu,1.0.4,"1x Docked - around 40-45 fps, 0.75x docked - almost solid 60, but there are some slight graphical glitches. Force max clocks and asynchronous shader set to on, rest of the settings are at default. High Performance RP5 setting. /Turnip 9v2 doesn't improve performance or glitches, Turnip 25.0.0 rev2 crashes the game.",2024/12/19
Retroid Pocket 5,sd865,switch,Triangle Strategy,Great,Turnip 23.2.0,Yuzu,1.1,"0.75x resolution, game speed capped, docked mode. FPS is a pretty stable 30 throughout. Only would see the occasional dip when entering a new map or the occasional in battle skill. Only played the first hour so far.",2024/12/19
Retroid Pocket 5,sd865,switch,198x,Perfect,Turnip 24.3.0 9v2,Citron,1,-,2024/12/19
Retroid Pocket 5,sd865,switch,Deemo -Reborn-,Unplayable,Turnip 24.3.0 9v2,Yuzu,1.0.3,Freezes before getting in game on Yuzu and Sudachi,2024/12/19
Retroid Pocket 5,sd865,switch,Die After Sunset,Perfect,Turnip 24.3.0 9v2,Yuzu,1,Perfect 30dps handheld,2024/12/19
Retroid Pocket 5,sd865,switch,Don't Starve Together,Unplayable,Turnip 24.3.0 9v2,Yuzu,1,Will not even boot into game on Yuzu or Sudachi with either driver,2024/12/19
Retroid Pocket 5,sd865,switch,Dragon Ball Z: Kakarot,Great,Turnip 24.3.0 9v2,Yuzu,1.5,Works great framerate wise but there is a weird red glow over the screen during some battles. Handheld mode mostly 30fps with occasional dropped frames.,2024/12/19
Retroid Pocket 5,sd865,switch,Dreamscaper,Unplayable,Turnip 24.3.0 9v2,Yuzu,1.1.1.5,Crashes after a few mins of play on Yuzu and Sudachi,2024/12/19
Retroid Pocket 5,sd865,switch,Duck Detective: The Secret Salami,Unplayable,Turnip 24.3.0 9v2,Yuzu,1.1.2,"Tested on Yuzu and Sudachi with Qualcomm and Turnips, game freezes ery quickly",2024/12/19
Retroid Pocket 5,sd865,switch,Dusk,Great,Turnip 24.3.0 9v2,Sudachi,1,"Perfect 60fps, you do have to swipe up to stop freezes every once and while.",2024/12/19
Retroid Pocket 5,sd865,switch,Dusk Diver,Great,Turnip 24.3.0 9v2,Yuzu,1,Handheld mode .75x resolution almost perfect 30fps occasional dips,2024/12/19
Retroid Pocket 5,sd865,switch,G.I. Joe: Wrath Of Cobra,Perfect,Turnip 24.3.0 9v2,Citron,1,Slow loading but works great,2024/12/19
Retroid Pocket 5,sd865,switch,Inside,Perfect,Turnip 24.3.0 9v2,Yuzu,1,So far so good... LOVE this game!,2024/12/19
Retroid Pocket 5,sd865,switch,Katrielle And The Millionaires' Conspiracy,Great,Turnip 24.3.0 9v2,Sudachi,1.1,"Works great, about 3 hours into the game so far",2024/12/19
Retroid Pocket 5,sd865,switch,Pokemon Brilliant Diamond,Perfect,Turnip 24.3.0 9v2,Sudachi,1.3.0,"With Luminiscent Platinum 2.1, use accuracy level high and handheld mode or it will freeze/crash",2024/12/19
Retroid Pocket 5,sd865,switch,Portal,Great,Turnip 24.3.0 9v2,Yuzu,1,-,2024/12/19
Retroid Pocket 5,sd865,switch,Roots Of Pacha,Perfect,Turnip 24.3.0 9v2,Yuzu,1.2.0.5,"Apart from graphical glitches when creating player, game seems to be working fine on 1x docked with locked 60fps.",2024/12/19
Retroid Pocket 5,sd865,switch,Super Mario Odyssey,Great,Turnip 24.3.0 9v2,Sudachi,1.3.0,"Almost perfect, above 50 FPS, ery few micro stutters",2024/12/19
Retroid Pocket 5,sd865,switch,Tomb Raider I-III Remastered,Playable,Turnip 24.3.0 9v2,Sudachi,1,"Runs fine, but the colors are oversaturated and ery dark in both PS1 and Remastered modes, to the point where some areas are almost impossible to see",2024/12/19
Retroid Pocket 5,sd865,switch,Abomi Nation,Great,Qualcomm 0.746.0,Yuzu,1,27fps works almost perfect in docked mode,2024/12/18
Retroid Pocket 5,sd865,switch,Animal Crossing: New Horizons,Perfect,Qualcomm 0.746.0,Yuzu,2.0.6,-,2024/12/18
Retroid Pocket 5,sd865,switch,Astalon: Tears Of The Earth,Perfect,Qualcomm 0.746.0,Yuzu,1.0.12.1,Perfect 60fps in docked mode,2024/12/18
Retroid Pocket 5,sd865,switch,Atone: Heart Of The Elder Tree,Perfect,Qualcomm 0.746.0,Yuzu,1.0.2,Perfect 60fps in docked mode,2024/12/18
Retroid Pocket 5,sd865,switch,Baldo The Guardian Owls,Perfect,Qualcomm 0.746.0,Yuzu,1.0.15,Perfect 60fps docked,2024/12/18
Retroid Pocket 5,sd865,switch,Bastion,Perfect,Qualcomm 0.746.0,Yuzu,1,Perfect 60fps docked,2024/12/18
Retroid Pocket 5,sd865,switch,Battle Kid: Fortress Of Peril,Perfect,Qualcomm 0.746.0,Yuzu,1.0.1,Perfect 60fps docked,2024/12/18
Retroid Pocket 5,sd865,switch,Bomb Rush Cyberfunk,Great,Qualcomm 0.746.0,Yuzu,1.0.19175,-,2024/12/18
Retroid Pocket 5,sd865,switch,Boot Hill Heroes,Perfect,Qualcomm 0.746.0,Yuzu,1.0.2,Perfect 60 in docked mode,2024/12/18
Retroid Pocket 5,sd865,switch,Borderlands,Great,Qualcomm 0.746.0,Yuzu,1.0.2,Runs great in docked mode almost constant 30fps occasional dips,2024/12/18
Retroid Pocket 5,sd865,switch,Brotato,Perfect,Qualcomm 0.746.0,Yuzu,1.0.0.3,Perfect 60fps in docked mode,2024/12/18
Retroid Pocket 5,sd865,switch,Cadence Of Hyrule: Crypt Of The Necrodancer,Perfect,Qualcomm 0.746.0,Yuzu,1.4.0,Perfect 60fps in docked mode,2024/12/18
Retroid Pocket 5,sd865,switch,Carto,Perfect,Qualcomm 0.746.0,Yuzu,1.0.4,Perfect 60fps in docked mode,2024/12/18
Retroid Pocket 5,sd865,switch,Cassette Beasts,Great,Qualcomm 0.746.0,Yuzu,1.3.0,"1 DLC installed, almost perfect 30fps in handheld mode but threre are some dips, still a ery good experience.",2024/12/18
Retroid Pocket 5,sd865,switch,Castlevania Anniversary Collection,Perfect,Qualcomm 0.746.0,Yuzu,1,Perfect 60fps docked,2024/12/18
Retroid Pocket 5,sd865,switch,Cat Quest,Perfect,Qualcomm 0.746.0,Yuzu,1,Perfect 60fps docked mode,2024/12/18
Retroid Pocket 5,sd865,switch,Cave Story+,Perfect,Qualcomm 0.746.0,Yuzu,1.3,Perfect 60fps docked,2024/12/18
Retroid Pocket 5,sd865,switch,Cel Damage Hd,Unplayable,Qualcomm 0.746.0,Yuzu,1,Boots to a black screen on Yuzu and Sudachi with both drivers,2024/12/18
Retroid Pocket 5,sd865,switch,Chicken Police,Playable,Qualcomm 0.746.0,Yuzu,1.0.3,A little choppy but its playable in docked mode,2024/12/18
Retroid Pocket 5,sd865,switch,Child Of Light Ultimate Edition,Perfect,Qualcomm 0.746.0,Yuzu,1,"Perfect 60fps docked, looks amazing on OLED",2024/12/18
Retroid Pocket 5,sd865,switch,Code Of Princess Ex,Perfect,Qualcomm 0.746.0,Yuzu,1,Perfect 60fps in docked mode,2024/12/18
Retroid Pocket 5,sd865,switch,Coffee Talk,Perfect,Qualcomm 0.746.0,Yuzu,1.47,Perfect 60fps in docked mode,2024/12/18
Retroid Pocket 5,sd865,switch,Collection Of Mana,Perfect,Qualcomm 0.746.0,Yuzu,1.0.1,Perfect docked,2024/12/18
Retroid Pocket 5,sd865,switch,Corpse Party,Perfect,Qualcomm 0.746.0,Yuzu,1.03,Perfect 60fps in docked mode,2024/12/18
Retroid Pocket 5,sd865,switch,Creepy Tale,Perfect,Qualcomm 0.746.0,Yuzu,1.0.1,Perfect 60fps in docked mode,2024/12/18
Retroid Pocket 5,sd865,switch,Cris Tales,Great,Qualcomm 0.746.0,Yuzu,1.03,Perfect 30fps docked mode but some minor isual and audio glitches,2024/12/18
Retroid Pocket 5,sd865,switch,Crow Country,Perfect,Qualcomm 0.746.0,Yuzu,1.0.1,Perfect 60fps in docked mode,2024/12/18
Retroid Pocket 5,sd865,switch,Crown Trick,Perfect,Qualcomm 0.746.0,Yuzu,1.0.1,"Perfect 60fps docked, looks great",2024/12/18
Retroid Pocket 5,sd865,switch,Crumble,Perfect,Qualcomm 0.746.0,Yuzu,1,Perfect 60fps in docked mode,2024/12/18
Retroid Pocket 5,sd865,switch,Crysis Remastered,Unplayable,Qualcomm 0.746.0,Yuzu,1.7.0,Neither driver work both boot to menu but crash when game starts,2024/12/18
Retroid Pocket 5,sd865,switch,Cuphead,Perfect,Qualcomm 0.746.0,Yuzu,1.2.5,Perfect 60fps docked,2024/12/18
Retroid Pocket 5,sd865,switch,Dadish,Perfect,Qualcomm 0.746.0,Yuzu,1,Perfect 60fps in docked mode,2024/12/18
Retroid Pocket 5,sd865,switch,Dadish 3D,Great,Qualcomm 0.746.0,Yuzu,1,"40-60fps n slowdown runs great, slightly better framerates in handheld",2024/12/18
Retroid Pocket 5,sd865,switch,Dark Devotion,Unplayable,Qualcomm 0.746.0,Yuzu,1,Boots to black screen on Yuzu and Sudachi with both drivers,2024/12/18
Retroid Pocket 5,sd865,switch,Dead End Job,Perfect,Qualcomm 0.746.0,Yuzu,1.0.5,Perfect 60fps in docked mode,2024/12/18
Retroid Pocket 5,sd865,switch,Death Tales,Perfect,Qualcomm 0.746.0,Yuzu,1.0.1,Perfect 60fps in docked mode,2024/12/18
Retroid Pocket 5,sd865,switch,Demon Turf,Playable,Qualcomm 0.746.0,Sudachi,1.1,FPS is between 15-30 but it actually feels ery good art style makes FPS not a problem imo,2024/12/18
Retroid Pocket 5,sd865,switch,Destroy All Humans!,Unplayable,Qualcomm 0.746.0,Yuzu,1.0.1,No luck in Yuzu or Sudachi with either driver,2024/12/18
Retroid Pocket 5,sd865,switch,Devil May Cry 3 Special Edition,Great,Qualcomm 0.746.0,Yuzu,1.0.1,Almost perfect in docked mode just has an audio delay during cutscenes that does not effect gameplay,2024/12/18
Retroid Pocket 5,sd865,switch,Digimon Story Cyber Sleuth: Complete Edition,Perfect,Qualcomm 0.746.0,Yuzu,1.0.3,Perfection in docked mode,2024/12/18
Retroid Pocket 5,sd865,switch,Dragon's Dogma: Dark Arisen,Great,Qualcomm 0.746.0,Yuzu,1,Shockingly works amazing! Couple minor dips but its pretty much locked to 30 in docked mode,2024/12/18
Retroid Pocket 5,sd865,switch,Valiant Hearts: The Great War,Perfect,Qualcomm 0.746.0,Yuzu,1,Perfect 60fps docked mode,2024/12/18
Retroid Pocket 5,sd865,switch,Assassin's Creed 4,Unplayable,Turnip 24.3.0 9v2,Yuzu,1,Actually runs at decent framerate in handheld mode but lots of isual glitches,2024/12/18
Retroid Pocket 5,sd865,switch,Astebreed,Unplayable,Turnip 24.3.0 9v2,Yuzu,1,Black screen on Yuzu and Sudachi with either driver,2024/12/18
Retroid Pocket 5,sd865,switch,Avicci Invector,Unplayable,Turnip 24.3.0 9v2,Yuzu,1,Seems like its gonna work during calibration but then goes to 0fps black screen in Yuzu and Sudachi,2024/12/18
Retroid Pocket 5,sd865,switch,Beyond Good And Evil - 20th Anniversary Edition,Unplayable,Turnip 24.3.0 9v2,Yuzu,1,"25fps docked mode some slowdown, better off playing on Gamecube",2024/12/18
Retroid Pocket 5,sd865,switch,Borderlands: The Pre-Sequel Ultimate Edition,Playable,Turnip 24.3.0 9v2,Yuzu,1.0.1,"Runs 20-30fps and has frequent pauses, playable if you have a lot of patience",2024/12/18
Retroid Pocket 5,sd865,switch,Boreal Tenebrae,Perfect,Turnip 24.3.0 9v2,Yuzu,1,Perfect in handheld mode,2024/12/18
Retroid Pocket 5,sd865,switch,Bramble The Mountain King,Unplayable,Turnip 24.3.0 9v2,Yuzu,1,Black screen on Yuzu and Sudachi with both drivers,2024/12/18
Retroid Pocket 5,sd865,switch,Breathedge,Unplayable,Turnip 24.3.0 9v2,Yuzu,1.0.2,Crashes after intro in Yuzu and Sudachi with both drivers,2024/12/18
Retroid Pocket 5,sd865,switch,Brothers,Great,Turnip 24.3.0 9v2,Yuzu,1,"Perfect 60fps but some audio glitching that will bother you if you are sensitive to that, also the dual trigger dual stick controls of this game are ery uncomfortable on RP5",2024/12/18
Retroid Pocket 5,sd865,switch,Crash Bandicoot 4,Great,Turnip 24.3.0 9v2,Yuzu,1,"2DLC, handheld mode, .75x resolution, gets 25-30fps ery fun on rp5",2024/12/18
Retroid Pocket 5,sd865,switch,Dark Souls 1,Perfect,Turnip 24.3.0 9v2,Sudachi,1.3.0,"Needs a graphics fix, run in handheld mode or you will get gfx glitches (can't see items on the ground etc.)",2024/12/18
Retroid Pocket 5,sd865,switch,Darksiders Warmastered Edition,Unplayable,Turnip 24.3.0 9v2,Sudachi,1,.5x resolution handheld mode 30fps for opening scene then drops to 11 then to 5,2024/12/18
Retroid Pocket 5,sd865,switch,Demon's Tilt,Perfect,Turnip 24.3.0 9v2,Sudachi,1.3,Handheld mode Run at 90% CPU for stability,2024/12/18
Retroid Pocket 5,sd865,switch,Disco Elysium - The Final Cut,Unplayable,Turnip 24.3.0 9v2,Yuzu,1.0.9,No luck in Yuzu or Sudachi with either driver,2024/12/18
Retroid Pocket 5,sd865,switch,Disney Epic Mickey: Rebrushed,Playable,Turnip 24.3.0 9v2,Yuzu,1,A good amount of framerate dips but definitely playable with a little patience,2024/12/18
Retroid Pocket 5,sd865,switch,Dragon Quest III HD-2D Remake,Great,Turnip 24.3.0 9v2,Sudachi,1,"Audio can be a little crackly, but overall ery playable.",2024/12/18
Retroid Pocket 5,sd865,switch,Dros,Unplayable,Turnip 24.3.0 9v2,Yuzu,1.0.1,No luck with either driver in Yuzu or Sudachi,2024/12/18
Retroid Pocket 5,sd865,switch,Iron Meat,Perfect,Turnip 24.3.0 9v2,Sudachi,1,-,2024/12/18
Retroid Pocket 5,sd865,switch,Llamasoft: The Jeff Minter Collection,Perfect,Turnip 24.3.0 9v2,Sudachi,1,"It's an emulator in an emulator, and works perfectly!",2024/12/18
Retroid Pocket 5,sd865,switch,Mario Odyssey,Playable,Turnip 24.3.0 9v2,Sudachi,1,"Runs solid 60fps, but crashes sometimes during gameplay and at the ideo sequences, if you skip them immediately you can continue",2024/12/18
Retroid Pocket 5,sd865,switch,Monster Hunter Generations Ultimate,Perfect,Turnip 24.3.0 9v2,Yuzu,1.4.0,"Runs at a solid 30fps, and solid 60fps with patch",2024/12/18
Retroid Pocket 5,sd865,switch,N++,Perfect,Turnip 24.3.0 9v2,Sudachi,1.0.5,-,2024/12/18
Retroid Pocket 5,sd865,switch,The Elder Scrolls: Skyrim,Perfect,Turnip 24.3.0 9v2,Sudachi,1,"Default settings, otherwise it crashes, handheld mode, 30fps at start",2024/12/18
Retroid Pocket 5,sd865,switch,The Legend of Zelda: Breath of the Wild,Playable,Turnip 24.3.0 9v2,Yuzu,1.6.0,Crashes after some playing time. Mostly when speak to NPC. I wish some one can help with that. Also some graphical issues inside sanctuarys,2024/12/18
Retroid Pocket 5,sd865,switch,Choo-Choo Charles,Playable,Turnip 25.0.0 R5,Yuzu,1,Actually plays well in handheld mode but there is no audio and some isual glitches,2024/12/18
Retroid Pocket 5,sd865,switch,12 Is Better Than 6,Perfect,Qualcomm 0.746.0,Yuzu,1.0.1,Plays perfect docked mode looks amazing on oled.,2024/12/17
Retroid Pocket 5,sd865,switch,13 Sentinels: Aegis Rim,Perfect,Qualcomm 0.746.0,Yuzu,1.1,"Works perfect with update, docked mode 30fps solid",2024/12/17
Retroid Pocket 5,sd865,switch,60 Seconds Reatomized,Great,Qualcomm 0.746.0,Yuzu,1.0.2,weird game but runs 50-55fps in docked mode,2024/12/17
Retroid Pocket 5,sd865,switch,80's Overdrive,Great,Qualcomm 0.746.0,Yuzu,1.1.0,Smooth 60 but minor audio stutters,2024/12/17
Retroid Pocket 5,sd865,switch,A Boy And His Blob,Perfect,Qualcomm 0.746.0,Yuzu,1.0.2,Perfect 60fps,2024/12/17
Retroid Pocket 5,sd865,switch,A Hat In Time,Great,Qualcomm 0.746.0,Yuzu,1.0.4,Almost perfect in handheld mode but a few framerate dips,2024/12/17
Retroid Pocket 5,sd865,switch,A Memoir Blue,Unplayable,Qualcomm 0.746.0,Yuzu,1,Tried Sudachi and Yuzu with qualcomm and Turnip but cannot get past a couple mins in game without a crash,2024/12/17
Retroid Pocket 5,sd865,switch,A Sketchbook About Her Sun,Perfect,Qualcomm 0.746.0,Yuzu,1.0.1,Perfect 60fps in docked mode,2024/12/17
Retroid Pocket 5,sd865,switch,Advance Wars 1+2: Re-Boot Camp,Perfect,Qualcomm 0.746.0,Yuzu,1,Seems to run just like it does on secret console,2024/12/17
Retroid Pocket 5,sd865,switch,Aeon Drive,Perfect,Qualcomm 0.746.0,Yuzu,1,Perfect 60fps docked mode,2024/12/17
Retroid Pocket 5,sd865,switch,Aery Early Birds Bundle,Unplayable,Qualcomm 0.746.0,Yuzu,1,Yuzu and Sudachi with Turnip 25 and Qualcom all crash,2024/12/17
Retroid Pocket 5,sd865,switch,Akane,Perfect,Qualcomm 0.746.0,Yuzu,1,Perfect 60fps in docked mode,2024/12/17
Retroid Pocket 5,sd865,switch,Alba,Playable,Qualcomm 0.746.0,Sudachi,1,"Works in handheld mode, Weird issue where sometimes it freezes and you have to swipe up from the bottom as if you are going to close the app to make it un freeze",2024/12/17
Retroid Pocket 5,sd865,switch,Alien Hominid HD,Perfect,Qualcomm 0.746.0,Yuzu,1,"Flawless in docked mode, looks amazing on OLED",2024/12/17
Retroid Pocket 5,sd865,switch,Alien: Isolation,Unplayable,Qualcomm 0.746.0,Yuzu,1.1.5,Did not work on Yuzu or Sudachi with either driver,2024/12/17
Retroid Pocket 5,sd865,switch,Angry Video Game Nerd I &amp; II Deluxe,Perfect,Qualcomm 0.746.0,Yuzu,1.3.1,Perfect 60fps in docked mode,2024/12/17
Retroid Pocket 5,sd865,switch,Arcade Paradise,Perfect,Qualcomm 0.746.0,Yuzu,1.11,Perfect 60fps in handheld mode,2024/12/17
Retroid Pocket 5,sd865,switch,Archvale,Perfect,Qualcomm 0.746.0,Yuzu,1.0.2,Perfect 60fps in docked mode,2024/12/17
Retroid Pocket 5,sd865,switch,Arietta Of Spirits,Perfect,Qualcomm 0.746.0,Yuzu,1.2.8.0,Perfect 60fps in docked mode,2024/12/17
Retroid Pocket 5,sd865,switch,Arrog,Great,Qualcomm 0.746.0,Yuzu,1.0.2,Don't understand this game but it is smooth and runs well,2024/12/17
Retroid Pocket 5,sd865,switch,Asdivine Hearts,Perfect,Qualcomm 0.746.0,Yuzu,1.0.3,Perfect 30fps in docked mode,2024/12/17
Retroid Pocket 5,sd865,switch,Aspire: Ina's Tale,Perfect,Qualcomm 0.746.0,Yuzu,1,Perfect 60fps in docked and looks amazing on OLED,2024/12/17
Retroid Pocket 5,sd865,switch,Assassin's Creed 2,Unplayable,Qualcomm 0.746.0,Yuzu,1,Has severe graphical glitching not playable on Sudachi or Yuzu,2024/12/17
Retroid Pocket 5,sd865,switch,Astral Chain,Great,Qualcomm 0.746.0,Yuzu,1,"Dips to 20fps in docked mode, but handheld mode is mostly 30 with an occasional dip to 25 but great experience.",2024/12/17
Retroid Pocket 5,sd865,switch,Astroneer,Unplayable,Qualcomm 0.746.0,Yuzu,1,No boot in Yuzu or Sudachi with either driver,2024/12/17
